"price","number_of_reviews","regulation","Old_Town","Etobicoke","North_York","East_York","York","Scarborough","Entire_home_apt","Hotel_room","Private_room","Shared_room"
73,353,0,1,0,0,0,0,0,0,0,1,0
130,247,1,1,0,0,0,0,0,1,0,0,0
191,232,0,1,0,0,0,0,0,1,0,0,0
134,254,0,1,0,0,0,0,0,1,0,0,0
53,27,1,0,0,0,0,0,0,0,0,1,0
53,27,0,0,0,0,0,0,0,0,0,1,0
35,15,1,1,0,0,0,0,0,0,0,1,0
34,12,0,1,0,0,0,0,0,0,0,1,0
139,20,0,0,0,1,0,0,0,1,0,0,0
150,33,1,0,0,1,0,0,0,1,0,0,0
150,9,1,0,0,1,0,0,0,1,0,0,0
58,32,0,0,1,0,0,0,0,0,0,1,0
58,32,1,0,1,0,0,0,0,0,0,1,0
40,38,0,1,0,0,0,0,0,0,0,1,0
40,38,1,1,0,0,0,0,0,0,0,1,0
208,79,0,1,0,0,0,0,0,1,0,0,0
270,80,1,1,0,0,0,0,0,1,0,0,0
146,389,0,1,0,0,0,0,0,1,0,0,0
75,3,0,1,0,0,0,0,0,0,0,1,0
25,3,0,1,0,0,0,0,0,0,0,1,0
25,3,1,1,0,0,0,0,0,0,0,1,0
50,13,0,0,1,0,0,0,0,0,0,1,0
125,19,0,0,0,0,0,0,0,1,0,0,0
125,19,1,0,0,0,0,0,0,1,0,0,0
167,66,0,1,0,0,0,0,0,1,0,0,0
171,74,1,1,0,0,0,0,0,1,0,0,0
400,231,1,1,0,0,0,0,0,1,0,0,0
191,209,0,1,0,0,0,0,0,1,0,0,0
199,156,1,1,0,0,0,0,0,1,0,0,0
221,152,0,1,0,0,0,0,0,1,0,0,0
100,10,0,1,0,0,0,0,0,0,0,1,0
100,10,1,1,0,0,0,0,0,0,0,1,0
73,136,0,1,0,0,0,0,0,1,0,0,0
78,141,1,1,0,0,0,0,0,1,0,0,0
300,21,1,1,0,0,0,0,0,1,0,0,0
300,21,0,1,0,0,0,0,0,1,0,0,0
136,39,0,1,0,0,0,0,0,1,0,0,0
621,13,0,1,0,0,0,0,0,1,0,0,0
571,13,1,1,0,0,0,0,0,1,0,0,0
65,4,0,1,0,0,0,0,0,0,0,0,1
119,80,0,0,0,0,0,0,0,1,0,0,0
119,81,1,0,0,0,0,0,0,1,0,0,0
66,15,0,1,0,0,0,0,0,0,0,1,0
150,165,0,1,0,0,0,0,0,1,0,0,0
130,1,1,1,0,0,0,0,0,1,0,0,0
130,1,0,1,0,0,0,0,0,1,0,0,0
120,3,0,1,0,0,0,0,0,1,0,0,0
120,3,1,1,0,0,0,0,0,1,0,0,0
355,71,0,1,0,0,0,0,0,1,0,0,0
294,74,1,1,0,0,0,0,0,1,0,0,0
350,7,0,1,0,0,0,0,0,1,0,0,0
350,11,1,1,0,0,0,0,0,1,0,0,0
88,59,1,1,0,0,0,0,0,0,0,1,0
72,59,0,1,0,0,0,0,0,0,0,1,0
45,67,0,1,0,0,0,0,0,0,0,1,0
55,71,1,1,0,0,0,0,0,0,0,1,0
100,1,1,1,0,0,0,0,0,0,0,1,0
100,1,0,1,0,0,0,0,0,0,0,1,0
55,20,0,0,0,0,1,0,0,0,0,1,0
50,0,0,1,0,0,0,0,0,1,0,0,0
38,8,0,0,0,0,0,1,0,0,0,1,0
72,5,0,0,0,0,0,0,0,0,0,1,0
36,50,0,0,1,0,0,0,0,0,0,1,0
38,10,0,1,0,0,0,0,0,0,0,1,0
84,3,0,1,0,0,0,0,0,1,0,0,0
84,3,1,1,0,0,0,0,0,1,0,0,0
125,1,1,1,0,0,0,0,0,1,0,0,0
125,1,0,1,0,0,0,0,0,1,0,0,0
31,2,0,1,0,0,0,0,0,0,0,1,0
31,2,1,1,0,0,0,0,0,0,0,1,0
60,8,0,1,0,0,0,0,0,0,0,1,0
60,8,1,1,0,0,0,0,0,0,0,1,0
259,43,0,1,0,0,0,0,0,1,0,0,0
69,118,0,1,0,0,0,0,0,0,0,1,0
69,118,1,1,0,0,0,0,0,0,0,1,0
112,8,1,1,0,0,0,0,0,1,0,0,0
112,8,0,1,0,0,0,0,0,1,0,0,0
300,1,1,1,0,0,0,0,0,1,0,0,0
132,16,0,1,0,0,0,0,0,0,0,1,0
327,49,0,1,0,0,0,0,0,1,0,0,0
327,49,1,1,0,0,0,0,0,1,0,0,0
250,2,1,1,0,0,0,0,0,1,0,0,0
115,4,0,1,0,0,0,0,0,1,0,0,0
130,6,1,1,0,0,0,0,0,1,0,0,0
130,6,0,1,0,0,0,0,0,1,0,0,0
68,0,0,0,0,1,0,0,0,1,0,0,0
68,0,1,0,0,1,0,0,0,1,0,0,0
36,4,1,0,0,0,0,0,0,0,0,1,0
70,4,0,0,0,0,0,0,0,0,0,1,0
216,259,0,1,0,0,0,0,0,1,0,0,0
130,20,0,1,0,0,0,0,0,1,0,0,0
65,9,0,0,0,0,0,0,0,1,0,0,0
125,140,0,1,0,0,0,0,0,1,0,0,0
130,151,0,1,0,0,0,0,0,1,0,0,0
395,155,1,1,0,0,0,0,0,1,0,0,0
115,33,1,0,0,1,0,0,0,1,0,0,0
115,33,0,0,0,1,0,0,0,1,0,0,0
357,165,1,1,0,0,0,0,0,1,0,0,0
121,157,0,1,0,0,0,0,0,1,0,0,0
65,9,0,1,0,0,0,0,0,0,0,1,0
82,282,1,1,0,0,0,0,0,0,0,1,0
96,280,0,1,0,0,0,0,0,0,0,1,0
63,30,1,1,0,0,0,0,0,0,0,1,0
63,30,0,1,0,0,0,0,0,0,0,1,0
253,78,0,1,0,0,0,0,0,1,0,0,0
253,78,1,1,0,0,0,0,0,1,0,0,0
180,5,1,1,0,0,0,0,0,1,0,0,0
180,5,0,1,0,0,0,0,0,1,0,0,0
76,5,1,1,0,0,0,0,0,0,0,1,0
76,5,0,1,0,0,0,0,0,0,0,1,0
852,116,0,1,0,0,0,0,0,1,0,0,0
852,123,1,1,0,0,0,0,0,1,0,0,0
300,2,1,0,0,0,0,0,1,0,0,0,1
300,2,0,0,0,0,0,0,1,0,0,0,1
88,3,0,1,0,0,0,0,0,0,0,1,0
160,3,1,0,0,1,0,0,0,1,0,0,0
60,3,0,0,0,1,0,0,0,1,0,0,0
160,8,0,0,0,0,0,0,0,0,0,1,0
160,8,1,0,0,0,0,0,0,0,0,1,0
139,449,0,1,0,0,0,0,0,1,0,0,0
87,125,1,1,0,0,0,0,0,0,0,1,0
87,125,0,1,0,0,0,0,0,0,0,1,0
159,68,1,0,0,0,0,0,1,1,0,0,0
188,184,0,1,0,0,0,0,0,1,0,0,0
115,184,1,1,0,0,0,0,0,1,0,0,0
115,1,0,1,0,0,0,0,0,1,0,0,0
115,1,1,1,0,0,0,0,0,1,0,0,0
90,114,1,1,0,0,0,0,0,1,0,0,0
103,105,0,1,0,0,0,0,0,1,0,0,0
65,1,1,1,0,0,0,0,0,0,0,1,0
65,1,0,1,0,0,0,0,0,0,0,1,0
89,1,0,1,0,0,0,0,0,0,0,1,0
150,0,0,0,1,0,0,0,0,0,0,1,0
228,6,0,1,0,0,0,0,0,1,0,0,0
228,6,1,1,0,0,0,0,0,1,0,0,0
60,5,1,1,0,0,0,0,0,0,0,1,0
60,5,0,1,0,0,0,0,0,0,0,1,0
216,18,1,1,0,0,0,0,0,1,0,0,0
216,18,0,1,0,0,0,0,0,1,0,0,0
150,129,1,1,0,0,0,0,0,1,0,0,0
200,126,0,1,0,0,0,0,0,1,0,0,0
104,206,0,1,0,0,0,0,0,1,0,0,0
97,214,1,1,0,0,0,0,0,1,0,0,0
100,14,0,1,0,0,0,0,0,0,0,1,0
100,14,1,1,0,0,0,0,0,0,0,1,0
257,69,1,1,0,0,0,0,0,1,0,0,0
200,39,0,1,0,0,0,0,0,1,0,0,0
80,5,0,0,1,0,0,0,0,1,0,0,0
42,28,1,1,0,0,0,0,0,1,0,0,0
42,28,0,1,0,0,0,0,0,1,0,0,0
81,535,0,0,1,0,0,0,0,1,0,0,0
80,670,1,0,1,0,0,0,0,1,0,0,0
100,4,1,0,0,0,0,1,0,1,0,0,0
100,4,0,0,0,0,0,1,0,1,0,0,0
236,17,1,1,0,0,0,0,0,1,0,0,0
236,17,0,1,0,0,0,0,0,1,0,0,0
249,40,1,0,0,0,0,0,0,1,0,0,0
125,108,0,1,0,0,0,0,0,0,0,1,0
110,108,1,1,0,0,0,0,0,0,0,1,0
150,14,0,1,0,0,0,0,0,1,0,0,0
150,14,1,1,0,0,0,0,0,1,0,0,0
90,38,0,1,0,0,0,0,0,0,0,1,0
90,38,1,1,0,0,0,0,0,0,0,1,0
100,8,1,1,0,0,0,0,0,1,0,0,0
100,8,0,1,0,0,0,0,0,1,0,0,0
114,20,1,1,0,0,0,0,0,1,0,0,0
178,23,0,1,0,0,0,0,0,1,0,0,0
89,39,1,0,1,0,0,0,0,1,0,0,0
115,123,0,1,0,0,0,0,0,1,0,0,0
69,129,1,1,0,0,0,0,0,1,0,0,0
154,60,0,1,0,0,0,0,0,1,0,0,0
170,71,1,1,0,0,0,0,0,1,0,0,0
49,91,1,0,0,1,0,0,0,0,0,1,0
72,91,0,0,0,1,0,0,0,0,0,1,0
50,0,0,0,0,1,0,0,0,0,0,1,0
50,0,1,0,0,1,0,0,0,0,0,1,0
175,2,0,1,0,0,0,0,0,0,0,1,0
123,147,1,1,0,0,0,0,0,1,0,0,0
106,141,0,1,0,0,0,0,0,1,0,0,0
1528,261,0,0,0,0,1,0,0,1,0,0,0
137,188,0,1,0,0,0,0,0,1,0,0,0
137,187,1,1,0,0,0,0,0,1,0,0,0
131,93,0,1,0,0,0,0,0,1,0,0,0
131,98,1,1,0,0,0,0,0,1,0,0,0
130,17,0,1,0,0,0,0,0,1,0,0,0
56,3,1,1,0,0,0,0,0,0,0,1,0
56,3,0,1,0,0,0,0,0,0,0,1,0
560,3,0,1,0,0,0,0,0,1,0,0,0
720,5,1,1,0,0,0,0,0,1,0,0,0
42,3,0,0,0,1,0,0,0,1,0,0,0
26,1,1,0,0,1,0,0,0,0,0,1,0
26,1,0,0,0,1,0,0,0,0,0,1,0
50,2,1,1,0,0,0,0,0,0,0,1,0
50,2,0,1,0,0,0,0,0,0,0,1,0
142,0,1,1,0,0,0,0,0,1,0,0,0
170,4,1,0,1,0,0,0,0,1,0,0,0
170,4,0,0,1,0,0,0,0,1,0,0,0
27,79,0,0,0,0,0,0,0,0,0,1,0
31,84,1,0,0,0,0,0,0,0,0,1,0
113,13,1,1,0,0,0,0,0,1,0,0,0
113,13,0,1,0,0,0,0,0,1,0,0,0
58,191,0,1,0,0,0,0,0,0,0,1,0
80,194,1,1,0,0,0,0,0,0,0,1,0
95,3,1,0,1,0,0,0,0,1,0,0,0
49,5,1,1,0,0,0,0,0,0,0,1,0
49,5,0,1,0,0,0,0,0,0,0,1,0
31,72,0,0,0,0,0,0,1,0,0,1,0
106,6,0,1,0,0,0,0,0,1,0,0,0
31,1,0,0,1,0,0,0,0,0,0,1,0
31,1,1,0,1,0,0,0,0,0,0,1,0
165,7,0,1,0,0,0,0,0,1,0,0,0
165,7,1,1,0,0,0,0,0,1,0,0,0
220,13,0,1,0,0,0,0,0,1,0,0,0
214,13,1,1,0,0,0,0,0,1,0,0,0
36,51,0,0,0,0,0,0,1,0,0,1,0
31,54,0,0,0,0,0,0,1,0,0,1,0
250,89,1,1,0,0,0,0,0,1,0,0,0
250,89,0,1,0,0,0,0,0,1,0,0,0
70,1,1,1,0,0,0,0,0,1,0,0,0
70,1,0,1,0,0,0,0,0,1,0,0,0
69,5,1,0,0,0,1,0,0,1,0,0,0
91,4,0,0,0,0,1,0,0,1,0,0,0
199,59,0,1,0,0,0,0,0,1,0,0,0
50,39,1,0,0,1,0,0,0,0,0,1,0
188,5,0,0,1,0,0,0,0,1,0,0,0
115,103,0,1,0,0,0,0,0,1,0,0,0
150,44,1,0,0,0,0,0,0,1,0,0,0
151,41,0,0,0,0,0,0,0,1,0,0,0
89,4,1,1,0,0,0,0,0,1,0,0,0
40,11,1,0,0,0,0,0,1,0,0,1,0
40,11,0,0,0,0,0,0,1,0,0,1,0
295,39,0,1,0,0,0,0,0,1,0,0,0
26,61,1,0,0,1,0,0,0,0,0,1,0
121,24,0,1,0,0,0,0,0,1,0,0,0
50,47,1,0,0,1,0,0,0,0,0,1,0
50,47,0,0,0,1,0,0,0,0,0,1,0
55,25,0,0,0,0,0,0,0,0,0,1,0
55,25,1,0,0,0,0,0,0,0,0,1,0
80,6,0,1,0,0,0,0,0,1,0,0,0
80,6,1,1,0,0,0,0,0,1,0,0,0
119,115,0,1,0,0,0,0,0,1,0,0,0
122,116,1,1,0,0,0,0,0,1,0,0,0
156,174,0,1,0,0,0,0,0,1,0,0,0
180,196,1,1,0,0,0,0,0,1,0,0,0
263,29,1,1,0,0,0,0,0,1,0,0,0
263,29,0,1,0,0,0,0,0,1,0,0,0
135,4,0,1,0,0,0,0,0,1,0,0,0
135,4,1,1,0,0,0,0,0,1,0,0,0
37,112,0,0,0,0,0,0,1,0,0,1,0
80,17,0,1,0,0,0,0,0,0,0,1,0
185,12,0,1,0,0,0,0,0,1,0,0,0
95,109,1,1,0,0,0,0,0,0,0,1,0
75,63,1,1,0,0,0,0,0,0,0,1,0
85,24,1,1,0,0,0,0,0,1,0,0,0
135,20,0,1,0,0,0,0,0,1,0,0,0
96,7,1,1,0,0,0,0,0,1,0,0,0
96,7,0,1,0,0,0,0,0,1,0,0,0
300,44,0,1,0,0,0,0,0,1,0,0,0
75,1,0,0,0,0,0,0,1,1,0,0,0
75,1,1,0,0,0,0,0,1,1,0,0,0
449,7,0,1,0,0,0,0,0,1,0,0,0
60,11,0,1,0,0,0,0,0,0,0,1,0
59,11,1,1,0,0,0,0,0,0,0,1,0
214,6,0,1,0,0,0,0,0,1,0,0,0
214,6,1,1,0,0,0,0,0,1,0,0,0
75,19,0,0,0,0,0,0,0,1,0,0,0
144,319,0,1,0,0,0,0,0,1,0,0,0
31,62,0,0,0,0,0,0,1,0,0,1,0
115,40,0,1,0,0,0,0,0,1,0,0,0
90,47,1,1,0,0,0,0,0,1,0,0,0
120,0,0,0,0,1,0,0,0,1,0,0,0
150,2,0,0,0,1,0,0,0,1,0,0,0
65,3,0,0,1,0,0,0,0,0,0,1,0
78,2,0,1,0,0,0,0,0,0,0,1,0
36,1,1,1,0,0,0,0,0,0,0,1,0
36,1,0,1,0,0,0,0,0,0,0,1,0
219,9,1,0,0,0,0,0,1,1,0,0,0
219,9,0,0,0,0,0,0,1,1,0,0,0
102,1,0,1,0,0,0,0,0,1,0,0,0
38,26,1,1,0,0,0,0,0,0,0,1,0
38,26,0,1,0,0,0,0,0,0,0,1,0
79,39,0,1,0,0,0,0,0,1,0,0,0
72,43,1,1,0,0,0,0,0,1,0,0,0
90,4,0,1,0,0,0,0,0,1,0,0,0
90,4,1,1,0,0,0,0,0,1,0,0,0
60,11,0,0,1,0,0,0,0,1,0,0,0
60,11,1,0,1,0,0,0,0,1,0,0,0
116,153,0,1,0,0,0,0,0,1,0,0,0
216,175,1,1,0,0,0,0,0,1,0,0,0
99,28,0,0,1,0,0,0,0,1,0,0,0
99,28,1,0,1,0,0,0,0,1,0,0,0
350,3,0,1,0,0,0,0,0,1,0,0,0
350,3,1,1,0,0,0,0,0,1,0,0,0
155,20,0,1,0,0,0,0,0,1,0,0,0
799,0,0,1,0,0,0,0,0,1,0,0,0
799,0,1,1,0,0,0,0,0,1,0,0,0
47,33,0,0,0,0,0,0,1,0,0,1,0
47,33,1,0,0,0,0,0,1,0,0,1,0
175,46,1,1,0,0,0,0,0,1,0,0,0
159,46,0,1,0,0,0,0,0,1,0,0,0
100,168,0,1,0,0,0,0,0,1,0,0,0
200,7,0,1,0,0,0,0,0,1,0,0,0
98,15,0,1,0,0,0,0,0,1,0,0,0
145,6,0,1,0,0,0,0,0,0,0,1,0
110,95,1,1,0,0,0,0,0,1,0,0,0
170,95,0,1,0,0,0,0,0,1,0,0,0
229,96,0,1,0,0,0,0,0,1,0,0,0
235,104,1,1,0,0,0,0,0,1,0,0,0
61,13,0,0,0,0,0,1,0,0,0,1,0
65,1,0,1,0,0,0,0,0,1,0,0,0
65,1,1,1,0,0,0,0,0,1,0,0,0
90,1,1,1,0,0,0,0,0,1,0,0,0
90,1,0,1,0,0,0,0,0,1,0,0,0
58,7,1,0,0,1,0,0,0,0,0,1,0
58,7,0,0,0,1,0,0,0,0,0,1,0
69,5,0,0,0,0,0,1,0,1,0,0,0
69,5,1,0,0,0,0,1,0,1,0,0,0
90,56,1,1,0,0,0,0,0,1,0,0,0
117,53,0,1,0,0,0,0,0,1,0,0,0
62,62,0,1,0,0,0,0,0,0,0,1,0
139,2,0,1,0,0,0,0,0,1,0,0,0
90,186,1,1,0,0,0,0,0,1,0,0,0
99,181,0,1,0,0,0,0,0,1,0,0,0
25,56,0,0,0,0,0,0,1,0,0,1,0
95,199,0,1,0,0,0,0,0,1,0,0,0
80,200,1,1,0,0,0,0,0,1,0,0,0
196,168,0,1,0,0,0,0,0,1,0,0,0
42,159,1,1,0,0,0,0,0,0,0,1,0
35,141,0,1,0,0,0,0,0,0,0,1,0
99,11,0,1,0,0,0,0,0,1,0,0,0
99,11,1,1,0,0,0,0,0,1,0,0,0
70,30,1,1,0,0,0,0,0,1,0,0,0
70,30,0,1,0,0,0,0,0,1,0,0,0
115,92,0,1,0,0,0,0,0,1,0,0,0
115,92,1,1,0,0,0,0,0,1,0,0,0
70,21,0,0,0,0,0,0,1,0,0,1,0
106,44,0,1,0,0,0,0,0,1,0,0,0
131,51,1,1,0,0,0,0,0,1,0,0,0
89,101,0,1,0,0,0,0,0,1,0,0,0
149,54,1,1,0,0,0,0,0,1,0,0,0
349,49,0,1,0,0,0,0,0,1,0,0,0
150,8,0,1,0,0,0,0,0,0,0,1,0
96,18,0,1,0,0,0,0,0,1,0,0,0
80,1,0,1,0,0,0,0,0,1,0,0,0
150,3,0,1,0,0,0,0,0,1,0,0,0
149,3,1,1,0,0,0,0,0,1,0,0,0
135,1,0,1,0,0,0,0,0,0,0,1,0
135,1,1,1,0,0,0,0,0,0,0,1,0
102,9,0,1,0,0,0,0,0,0,0,1,0
276,20,1,0,0,0,0,0,1,1,0,0,0
325,20,0,0,0,0,0,0,1,1,0,0,0
100,81,1,0,0,0,0,0,0,1,0,0,0
47,79,0,0,0,0,0,0,0,1,0,0,0
169,5,1,0,0,1,0,0,0,1,0,0,0
169,5,0,0,0,1,0,0,0,1,0,0,0
179,32,1,1,0,0,0,0,0,1,0,0,0
145,29,0,1,0,0,0,0,0,1,0,0,0
42,9,0,0,0,1,0,0,0,0,0,1,0
33,21,1,0,0,1,0,0,0,0,0,1,0
150,2,0,1,0,0,0,0,0,1,0,0,0
120,6,0,0,0,1,0,0,0,1,0,0,0
59,19,1,1,0,0,0,0,0,1,0,0,0
55,15,0,1,0,0,0,0,0,1,0,0,0
296,194,1,1,0,0,0,0,0,1,0,0,0
257,171,0,1,0,0,0,0,0,1,0,0,0
399,9,1,1,0,0,0,0,0,1,0,0,0
399,9,0,1,0,0,0,0,0,1,0,0,0
80,81,1,1,0,0,0,0,0,1,0,0,0
80,82,0,1,0,0,0,0,0,1,0,0,0
44,10,0,1,0,0,0,0,0,0,0,1,0
44,7,1,1,0,0,0,0,0,0,0,1,0
201,39,0,1,0,0,0,0,0,1,0,0,0
201,39,1,1,0,0,0,0,0,1,0,0,0
125,81,0,1,0,0,0,0,0,1,0,0,0
145,91,1,1,0,0,0,0,0,1,0,0,0
110,15,0,1,0,0,0,0,0,1,0,0,0
250,5,1,1,0,0,0,0,0,1,0,0,0
90,32,0,1,0,0,0,0,0,1,0,0,0
97,4,0,0,0,0,0,0,0,1,0,0,0
95,3,0,1,0,0,0,0,0,1,0,0,0
95,3,1,1,0,0,0,0,0,1,0,0,0
72,141,0,1,0,0,0,0,0,0,0,1,0
650,7,0,1,0,0,0,0,0,1,0,0,0
172,9,0,1,0,0,0,0,0,1,0,0,0
172,9,1,1,0,0,0,0,0,1,0,0,0
200,2,0,1,0,0,0,0,0,1,0,0,0
245,88,1,1,0,0,0,0,0,1,0,0,0
219,90,0,1,0,0,0,0,0,1,0,0,0
143,25,0,1,0,0,0,0,0,1,0,0,0
86,98,0,0,0,1,0,0,0,1,0,0,0
85,112,1,0,0,1,0,0,0,1,0,0,0
50,23,0,0,0,1,0,0,0,0,0,1,0
50,23,1,0,0,1,0,0,0,0,0,1,0
60,36,1,0,0,0,0,0,0,1,0,0,0
60,36,0,0,0,0,0,0,0,1,0,0,0
169,127,1,1,0,0,0,0,0,1,0,0,0
130,127,0,1,0,0,0,0,0,1,0,0,0
175,17,1,1,0,0,0,0,0,1,0,0,0
175,17,0,1,0,0,0,0,0,1,0,0,0
35,55,0,0,1,0,0,0,0,0,0,1,0
40,65,1,0,1,0,0,0,0,0,0,1,0
220,0,1,1,0,0,0,0,0,1,0,0,0
220,0,0,1,0,0,0,0,0,1,0,0,0
135,42,0,1,0,0,0,0,0,1,0,0,0
120,42,1,1,0,0,0,0,0,1,0,0,0
90,62,0,1,0,0,0,0,0,1,0,0,0
90,77,1,1,0,0,0,0,0,1,0,0,0
88,8,0,0,0,1,0,0,0,0,0,1,0
88,8,1,0,0,1,0,0,0,0,0,1,0
292,0,0,1,0,0,0,0,0,1,0,0,0
90,40,0,1,0,0,0,0,0,1,0,0,0
90,40,1,1,0,0,0,0,0,1,0,0,0
140,313,1,1,0,0,0,0,0,1,0,0,0
400,315,0,1,0,0,0,0,0,1,0,0,0
55,51,0,1,0,0,0,0,0,0,0,1,0
400,0,0,1,0,0,0,0,0,0,0,1,0
132,25,0,1,0,0,0,0,0,1,0,0,0
75,93,0,1,0,0,0,0,0,0,0,1,0
75,99,1,1,0,0,0,0,0,0,0,1,0
91,8,1,1,0,0,0,0,0,1,0,0,0
99,7,0,1,0,0,0,0,0,1,0,0,0
203,3,0,1,0,0,0,0,0,1,0,0,0
59,52,0,1,0,0,0,0,0,0,0,1,0
59,86,0,1,0,0,0,0,0,0,0,1,0
59,50,0,1,0,0,0,0,0,0,0,1,0
58,7,0,1,0,0,0,0,0,0,0,0,1
55,7,1,1,0,0,0,0,0,0,0,0,1
85,3,0,1,0,0,0,0,0,0,0,1,0
100,0,0,0,1,0,0,0,0,0,0,1,0
135,13,0,1,0,0,0,0,0,1,0,0,0
135,13,1,1,0,0,0,0,0,1,0,0,0
75,10,1,0,0,0,0,0,0,0,0,1,0
75,10,0,0,0,0,0,0,0,0,0,1,0
200,0,0,1,0,0,0,0,0,1,0,0,0
835,108,0,1,0,0,0,0,0,1,0,0,0
200,45,1,1,0,0,0,0,0,1,0,0,0
200,45,0,1,0,0,0,0,0,1,0,0,0
90,27,0,1,0,0,0,0,0,1,0,0,0
55,12,1,1,0,0,0,0,0,0,0,1,0
55,12,0,1,0,0,0,0,0,0,0,1,0
68,9,0,0,1,0,0,0,0,1,0,0,0
125,24,0,0,0,1,0,0,0,1,0,0,0
125,24,1,0,0,1,0,0,0,1,0,0,0
73,81,1,1,0,0,0,0,0,0,0,1,0
60,80,0,1,0,0,0,0,0,0,0,1,0
13,3,0,0,0,1,0,0,0,0,0,0,1
89,92,0,1,0,0,0,0,0,0,1,0,0
89,34,0,0,1,0,0,0,0,1,0,0,0
80,21,0,0,0,0,0,0,0,0,0,1,0
225,79,1,1,0,0,0,0,0,1,0,0,0
239,76,0,1,0,0,0,0,0,1,0,0,0
133,17,0,0,0,1,0,0,0,1,0,0,0
150,20,1,0,0,1,0,0,0,1,0,0,0
69,2,0,1,0,0,0,0,0,0,0,1,0
69,2,1,1,0,0,0,0,0,0,0,1,0
59,16,0,0,0,1,0,0,0,0,0,1,0
59,16,1,0,0,1,0,0,0,0,0,1,0
60,14,0,0,0,0,0,0,0,0,0,1,0
150,0,0,1,0,0,0,0,0,0,0,1,0
225,7,0,1,0,0,0,0,0,1,0,0,0
82,54,1,1,0,0,0,0,0,0,0,1,0
82,54,0,1,0,0,0,0,0,0,0,1,0
70,4,1,1,0,0,0,0,0,0,0,1,0
70,4,0,1,0,0,0,0,0,0,0,1,0
95,12,0,1,0,0,0,0,0,1,0,0,0
90,5,0,1,0,0,0,0,0,0,0,1,0
145,1,0,0,0,0,0,0,0,1,0,0,0
185,23,1,1,0,0,0,0,0,1,0,0,0
100,23,0,1,0,0,0,0,0,0,0,1,0
129,226,1,0,0,0,0,0,1,0,0,1,0
109,212,0,0,0,0,0,0,1,0,0,1,0
213,151,0,1,0,0,0,0,0,1,0,0,0
149,153,0,1,0,0,0,0,0,1,0,0,0
199,12,0,1,0,0,0,0,0,1,0,0,0
199,12,1,1,0,0,0,0,0,1,0,0,0
529,19,1,1,0,0,0,0,0,1,0,0,0
529,19,0,1,0,0,0,0,0,1,0,0,0
186,76,0,1,0,0,0,0,0,1,0,0,0
85,23,0,1,0,0,0,0,0,1,0,0,0
85,23,1,1,0,0,0,0,0,1,0,0,0
89,0,0,1,0,0,0,0,0,1,0,0,0
89,0,1,1,0,0,0,0,0,1,0,0,0
59,0,1,1,0,0,0,0,0,1,0,0,0
59,0,0,1,0,0,0,0,0,1,0,0,0
150,9,0,0,0,0,0,0,0,0,0,1,0
150,9,1,0,0,0,0,0,0,0,0,1,0
149,0,1,0,0,1,0,0,0,1,0,0,0
149,0,0,0,0,1,0,0,0,1,0,0,0
83,112,0,1,0,0,0,0,0,1,0,0,0
83,111,1,1,0,0,0,0,0,1,0,0,0
198,0,0,1,0,0,0,0,0,1,0,0,0
71,12,0,1,0,0,0,0,0,1,0,0,0
144,3,0,0,0,1,0,0,0,1,0,0,0
169,3,0,1,0,0,0,0,0,1,0,0,0
169,3,1,1,0,0,0,0,0,1,0,0,0
87,121,0,1,0,0,0,0,0,1,0,0,0
109,45,1,0,0,0,0,1,0,1,0,0,0
203,45,0,0,0,0,0,1,0,1,0,0,0
89,103,1,1,0,0,0,0,0,1,0,0,0
89,98,0,1,0,0,0,0,0,1,0,0,0
199,0,0,1,0,0,0,0,0,1,0,0,0
199,0,1,1,0,0,0,0,0,1,0,0,0
58,0,0,1,0,0,0,0,0,1,0,0,0
58,0,1,1,0,0,0,0,0,1,0,0,0
150,14,1,0,0,1,0,0,0,0,0,1,0
150,14,0,0,0,1,0,0,0,0,0,1,0
159,97,0,1,0,0,0,0,0,1,0,0,0
169,2,1,0,0,1,0,0,0,0,0,1,0
75,2,0,0,0,1,0,0,0,0,0,1,0
129,80,0,1,0,0,0,0,0,1,0,0,0
129,80,1,1,0,0,0,0,0,1,0,0,0
103,189,1,0,0,0,0,1,0,1,0,0,0
90,184,0,0,0,0,0,1,0,1,0,0,0
299,223,1,1,0,0,0,0,0,1,0,0,0
258,204,0,1,0,0,0,0,0,1,0,0,0
193,24,0,0,0,0,0,0,0,1,0,0,0
70,11,0,1,0,0,0,0,0,1,0,0,0
328,101,1,0,0,0,0,1,0,1,0,0,0
420,99,0,0,0,0,0,1,0,1,0,0,0
550,3,0,1,0,0,0,0,0,1,0,0,0
66,15,0,1,0,0,0,0,0,0,0,1,0
66,15,1,1,0,0,0,0,0,0,0,1,0
180,41,0,1,0,0,0,0,0,1,0,0,0
59,57,0,1,0,0,0,0,0,0,0,1,0
86,55,0,1,0,0,0,0,0,0,0,1,0
250,1,0,1,0,0,0,0,0,1,0,0,0
250,1,1,1,0,0,0,0,0,1,0,0,0
54,75,0,1,0,0,0,0,0,0,0,1,0
220,6,0,1,0,0,0,0,0,1,0,0,0
200,6,1,0,0,0,0,0,0,1,0,0,0
54,4,0,0,0,1,0,0,0,0,0,1,0
54,4,1,0,0,1,0,0,0,0,0,1,0
152,3,0,1,0,0,0,0,0,1,0,0,0
152,3,1,1,0,0,0,0,0,1,0,0,0
56,12,1,1,0,0,0,0,0,0,0,1,0
